eDeviceType,eTeleCommType,unDeviceId,ulTimeStamp,eServiceId,eActionType,eRegionId,ePayloadType,eCommId,usDbVer,usHwVer,usSwVer,ulPayloadLength,ulTxTimeStampL1,ulTxTimeStampL2,ulTxTimeStampL3,unTxDeviceIdL1,unTxDeviceIdL2,unTxDeviceIdL3,usTxSwVerL1,usTxSwVerL2,usTxSwVerL3,usTxHwVerL1,usTxHwVerL2,usTxHwVerL3,unRxTargetDeviceId,usTxFreq,ucTxPwr,ucTxBw,ucScs,ucMcs,usTxRatio,nTxLatitude,nTxLongitude,nTxAttitude,unSeqNum,unContCnt,unTxVehicleSpeed,unTxVehicleHeading,unTotalPacketCrc32,ulRxTimeStampL1,ulRxTimeStampL2,ulRxTimeStampL3,ulLatencyL1(us),ulLatencyL2(us),ulLatencyL3(us),unRxDeviceIdL1,unRxDeviceIdL2,unRxDeviceIdL3,usRxSwVerL1,usRxSwVerL2,usRxSwVerL3,usRxHwVerL1,usRxHwVerL2,usRxHwVerL3,unRxVehicleSpeed,unRxVehicleHeading,unTotalCommDevCnt,nRssi,ucRcpi,eRsvLevel,usCommDistance,nRxLatitude,nRxLongitude,nRxAttitude,ucErrIndicator,ulTotalPacketCnt,ulTotalErrCnt,unPdr(percent),unPer(percent)
1,31,23120008,2024110712425544950,1,1,9,101,1,1.5,0x1,0x1,128,2024110712425544949,2022042904363283242,2024110712425544950,-836521977,23120008,0,8704,204,0,1,40,0,0,5915,20,20,15,10,50,0.000000,0.000000,0.000000,31,31,0,0,0xae69b653,2024110712425545872,2022042904311399080,2024110712425546505,923,-51884162,1555,-836521982,23120002,0,8704,204,1,1,40,1,0,111,1,-68,33,0,4294.967295,36.730100,127.439848,106.068408,0,31,0,100.000,0.000
1,31,23120008,2024110712425549963,1,1,9,101,1,1.5,0x1,0x1,128,2024110712425549959,2022042904363288251,2024110712425549963,-836521977,23120008,0,8704,204,0,1,40,0,0,5915,20,20,15,10,50,0.000000,0.000000,0.000000,32,32,0,0,0xff9772f0,2024110712425550285,2022042904311403493,2024110712425551547,326,-51884758,1584,-836521982,23120002,0,8704,204,1,1,40,1,0,111,1,-69,32,0,4294.967295,36.730100,127.439848,106.068680,0,32,0,100.000,0.000
1,31,23120008,2024110712425554974,1,1,9,101,1,1.5,0x1,0x1,128,2024110712425554983,2022042904363293263,2024110712425554974,-836521977,23120008,0,8704,204,0,1,40,0,0,5915,20,20,15,10,50,0.000000,0.000000,0.000000,33,33,0,0,0x4b763ed,2024110712425555973,2022042904311409181,2024110712425556587,990,-51884082,1613,-836521982,23120002,0,8704,204,1,1,40,1,0,111,1,-70,31,0,4294.967295,36.730100,127.439848,106.068800,0,33,0,100.000,0.000
1,31,23120008,2024110712425559984,1,1,9,101,1,1.5,0x1,0x1,128,2024110712425559989,2022042904363298271,2024110712425559984,-836521977,23120008,0,8704,204,0,1,40,0,0,5915,20,20,15,10,50,0.000000,0.000000,0.000000,34,34,0,0,0xf7bb60fe,2024110712425560880,2022042904311414088,2024110712425561630,891,-51884183,1646,-836521982,23120002,0,8704,204,1,1,40,1,0,111,1,-69,32,0,4294.967295,36.730100,127.439848,106.068960,0,34,0,100.000,0.000
1,31,23120008,2024110712425564994,1,1,9,101,1,1.5,0x1,0x1,128,2024110712425565002,2022042904363303284,2024110712425564994,-836521977,23120008,0,8704,204,0,1,40,0,0,5915,20,20,15,10,50,0.000000,0.000000,0.000000,35,35,0,0,0x21f2d5e4,2024110712425565373,2022042904311418584,2024110712425566674,371,-51884700,1680,-836521982,23120002,0,8704,204,1,1,40,1,0,111,1,-69,32,0,4294.967295,36.730100,127.439840,106.068848,0,35,0,100.000,0.000
1,31,23120008,2024110712425570004,1,1,9,101,1,1.5,0x1,0x1,128,2024110712425570017,2022042904363308294,2024110712425570004,-836521977,23120008,0,8704,204,0,1,40,0,0,5915,20,20,15,10,50,0.000000,0.000000,0.000000,36,36,0,0,0xb4c376d0,2024110712425570584,2022042904311423793,2024110712425571718,567,-51884501,1714,-836521982,23120002,0,8704,204,1,1,40,1,0,110,1,-66,35,0,4294.967295,36.730100,127.439840,106.069040,0,36,0,100.000,0.000
1,31,23120008,2024110712425575020,1,1,9,101,1,1.5,0x1,0x1,128,2024110712425575051,2022042904363313308,2024110712425575020,-836521977,23120008,0,8704,204,0,1,40,0,0,5915,20,20,15,10,50,0.000000,0.000000,0.000000,37,37,0,0,0x394b065c,2024110712425575478,2022042904311428691,2024110712425576759,427,-51884617,1739,-836521982,23120002,0,8704,204,1,1,40,1,0,110,1,-68,33,0,4294.967295,36.730100,127.439840,106.068952,0,37,0,100.000,0.000
1,31,23120008,2024110712425580030,1,1,9,101,1,1.5,0x1,0x1,128,2024110712425580056,2022042904363318318,2024110712425580030,-836521977,23120008,0,8704,204,0,1,40,0,0,5915,20,20,15,10,50,0.000000,0.000000,0.000000,38,38,0,0,0x74d7bdbc,2024110712425580981,2022042904311434190,2024110712425581821,925,-51884128,1791,-836521982,23120002,0,8704,204,1,1,40,1,0,110,1,-66,35,0,4294.967295,36.730100,127.439840,106.068720,0,38,0,100.000,0.000
1,31,23120008,2024110712425585041,1,1,9,101,1,1.5,0x1,0x1,128,2024110712425585083,2022042904363323334,2024110712425585041,-836521977,23120008,0,8704,204,0,1,40,0,0,5915,20,20,15,10,50,0.000000,0.000000,0.000000,39,39,0,0,0xf842a89f,2024110712425585372,2022042904311438584,2024110712425585853,289,-51884750,812,-836521982,23120002,0,8704,204,1,1,40,1,0,110,1,-67,34,0,4294.967295,36.730100,127.439840,106.068528,0,39,0,100.000,0.000
1,31,23120008,2024110712425590053,1,1,9,101,1,1.5,0x1,0x1,128,2024110712425590095,2022042904363328339,2024110712425590053,-836521977,23120008,0,8704,204,0,1,40,0,0,5915,20,20,15,10,50,0.000000,0.000000,0.000000,40,40,0,0,0xda046f07,2024110712425590482,2022042904311443693,2024110712425590899,387,-51884646,846,-836521982,23120002,0,8704,204,1,1,40,1,0,110,1,-67,34,0,4294.967295,36.730100,127.439840,106.068168,0,40,0,100.000,0.000
1,31,23120008,2024110712425595064,1,1,9,101,1,1.5,0x1,0x1,128,2024110712425595065,2022042904363333351,2024110712425595064,-836521977,23120008,0,8704,204,0,1,40,0,0,5915,20,20,15,10,50,0.000000,0.000000,0.000000,41,41,0,0,0x671f163e,2024110712425596083,2022042904311449292,2024110712425596930,1018,-51884059,1866,-836521982,23120002,0,8704,204,1,1,40,1,0,110,1,-67,34,0,4294.967295,36.730100,127.439840,106.067256,0,41,0,100.000,0.000
1,31,23120008,2024110712425600078,1,1,9,101,1,1.5,0x1,0x1,128,2024110712425600102,2022042904363338367,2024110712425600078,-836521977,23120008,0,8704,204,0,1,40,0,0,5915,20,20,15,10,50,0.000000,0.000000,0.000000,42,42,0,0,0xd9c4c9eb,2024110712425601075,2022042904311454286,2024110712425601974,973,-51884081,1896,-836521982,23120002,0,8704,204,1,1,40,1,0,109,1,-67,34,0,4294.967295,36.730100,127.439840,106.066576,0,42,0,100.000,0.000
1,31,23120008,2024110712425605089,1,1,9,101,1,1.5,0x1,0x1,128,2024110712425605120,2022042904363343380,2024110712425605089,-836521977,23120008,0,8704,204,0,1,40,0,0,5915,20,20,15,10,50,0.000000,0.000000,0.000000,43,43,0,0,0xba8ea821,2024110712425606273,2022042904311459490,2024110712425607017,1153,-51883890,1928,-836521982,23120002,0,8704,204,1,1,40,1,0,109,1,-66,35,0,4294.967295,36.730100,127.439840,106.066128,0,43,0,100.000,0.000
1,31,23120008,2024110712425610100,1,1,9,101,1,1.5,0x1,0x1,128,2024110712425610121,2022042904363348386,2024110712425610100,-836521977,23120008,0,8704,204,0,1,40,0,0,5915,20,20,15,10,50,0.000000,0.000000,0.000000,44,44,0,0,0xe5db8d45,2024110712425610971,2022042904311464178,2024110712425612078,850,-51884208,1978,-836521982,23120002,0,8704,204,1,1,40,1,0,109,1,-65,36,0,4294.967295,36.730100,127.439840,106.065560,0,44,0,100.000,0.000
1,31,23120008,2024110712425615110,1,1,9,101,1,1.5,0x1,0x1,128,2024110712425615134,2022042904363353397,2024110712425615110,-836521977,23120008,0,8704,204,0,1,40,0,0,5915,20,20,15,10,50,0.000000,0.000000,0.000000,45,45,0,0,0x3e2a331a,2024110712425615787,2022042904311468998,2024110712425617106,653,-51884399,1996,-836521982,23120002,0,8704,204,1,1,40,1,0,109,1,-66,35,0,4294.967295,36.730100,127.439840,106.065120,0,45,0,100.000,0.000
1,31,23120008,2024110712425620121,1,1,9,101,1,1.5,0x1,0x1,128,2024110712425620132,2022042904363358408,2024110712425620121,-836521977,23120008,0,8704,204,0,1,40,0,0,5915,20,20,15,10,50,0.000000,0.000000,0.000000,46,46,0,0,0xc46045d4,2024110712425620674,2022042904311473880,2024110712425621148,542,-51884528,1027,-836521982,23120002,0,8704,204,1,1,40,1,0,109,1,-64,37,0,4294.967295,36.730100,127.439840,106.064760,0,46,0,100.000,0.000
1,31,23120008,2024110712425625131,1,1,9,101,1,1.5,0x1,0x1,128,2024110712425625160,2022042904363363419,2024110712425625131,-836521977,23120008,0,8704,204,0,1,40,0,0,5915,20,20,15,10,50,0.000000,0.000000,0.000000,47,47,0,0,0x7915ad8,2024110712425625584,2022042904311478798,2024110712425626203,424,-51884621,1072,-836521982,23120002,0,8704,204,1,1,40,1,0,108,1,-66,35,0,4294.967295,36.730100,127.439840,106.064344,0,47,0,100.000,0.000
